Sample,Payload [Bytes],Latency [us]
1386,16,0.501615
1387,16,0.560615
1388,16,0.505615
1389,16,0.500615
1390,16,0.505615
1391,16,0.518115
1392,16,0.501115
1393,16,0.502615
1394,16,0.503115
1395,16,0.499615
1396,16,0.507115
1397,16,0.507615
1398,16,0.502615
1399,16,0.556615
1400,16,0.528615
1401,16,0.555115
1402,16,0.500115
1403,16,0.556615
1404,16,0.502115
1405,16,0.569615
1406,16,0.505115
1407,16,0.510115
1408,16,0.510115
1409,16,0.511615
1410,16,0.500115
1411,16,0.504615
1412,16,0.540615
1413,16,0.503115
1414,16,0.499115
1415,16,0.529615
1416,16,0.527615
1417,16,0.570115
1418,16,0.504115
1419,16,0.500115
1420,16,0.509615
1421,16,0.504115
1422,16,0.528615
1423,16,0.501115
1424,16,0.512615
1425,16,0.530115
1426,16,0.535615
1427,16,0.503615
1428,16,0.500615
1429,16,0.501615
1430,16,0.500115
1431,16,0.503615
1432,16,0.505115
1433,16,0.506115
1434,16,0.521615
1435,16,0.504115
1436,16,0.499615
1437,16,0.497615
1438,16,0.504615
1439,16,0.512615
1440,16,0.499115
1441,16,0.498115
1442,16,0.585615
1443,16,0.503115
1444,16,0.534615
1445,16,0.525115
1446,16,0.525615
1447,16,0.503615
1448,16,0.507615
1449,16,0.500115
1450,16,0.504615
1451,16,0.504615
1452,16,0.501115
1453,16,0.497615
1454,16,0.503115
1455,16,0.515115
1456,16,0.502615
1457,16,0.499615
1458,16,0.499615
1459,16,0.555615
1460,16,0.500115
1461,16,0.500115
1462,16,0.514115
1463,16,0.580115
1464,16,0.510615
1465,16,0.508115
1466,16,0.511615
1467,16,0.505615
1468,16,0.506115
1469,16,0.507115
1470,16,0.509115
1471,16,0.508615
1472,16,0.543115
1473,16,0.505615
1474,16,0.522115
1475,16,0.540115
1476,16,0.506115
1477,16,0.509115
1478,16,0.508115
1479,16,0.509115
1480,16,0.518115
1481,16,0.540115
1482,16,0.510115
1483,16,0.505115
1484,16,0.592615
1485,16,0.537615
1486,16,0.506615
1487,16,0.533615
1488,16,0.533615
1489,16,0.540615
